Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Private
"[HITOS] INVESTIGACIÓN, CIENCIA Y TECNOLOGÍA · 53339 — Quiz 3 — cierre",09/17/2026,,09/17/2026,,True,Cierre Quiz 3 (Cuestionario · 4% · corte 3). El ítem ya está en el libro de calificaciones; verificar que la actividad exista en el aula. CDigital: [URL CDigital — campus del curso pendiente],[URL CDigital — campus del curso pendiente],False
"[HITOS] INVESTIGACIÓN, CIENCIA Y TECNOLOGÍA · 53339 — Autoevaluación — ventana",09/17/2026,,09/17/2026,,True,"Autoevaluación (Cuestionario · 1,6% · corte 3) · ventana 17/09/2026–20/09/2026. Habilitar la actividad en CDigital. CDigital: [URL CDigital — campus del curso pendiente]",[URL CDigital — campus del curso pendiente],False
"[HITOS] INVESTIGACIÓN, CIENCIA Y TECNOLOGÍA · 53339 — Coevaluación — ventana",09/17/2026,,09/17/2026,,True,"Coevaluación (Foro · 1,6% · corte 3) · ventana 17/09/2026–20/09/2026. Habilitar el foro en CDigital. CDigital: [URL CDigital — campus del curso pendiente]",[URL CDigital — campus del curso pendiente],False
"[HITOS] INVESTIGACIÓN, CIENCIA Y TECNOLOGÍA · 53339 — ACA Final — límite nota docente",09/20/2026,,09/20/2026,,True,"Fecha límite de ingreso de la nota de ACA Final (Tarea · 32,8% · corte 3). CDigital: [URL CDigital — campus del curso pendiente]",[URL CDigital — campus del curso pendiente],False
"[HITOS] INVESTIGACIÓN, CIENCIA Y TECNOLOGÍA · 53339 — Quiz 3 — límite nota docente",09/20/2026,,09/20/2026,,True,Fecha límite de ingreso de la nota de Quiz 3 (Cuestionario · 4% · corte 3). CDigital: [URL CDigital — campus del curso pendiente],[URL CDigital — campus del curso pendiente],False
"[HITOS] INVESTIGACIÓN, CIENCIA Y TECNOLOGÍA · 53339 — Autoevaluación — cierre",09/20/2026,,09/20/2026,,True,"Cierre Autoevaluación (Cuestionario · 1,6% · corte 3). CDigital: [URL CDigital — campus del curso pendiente]",[URL CDigital — campus del curso pendiente],False
"[HITOS] INVESTIGACIÓN, CIENCIA Y TECNOLOGÍA · 53339 — Autoevaluación — límite nota docente",09/20/2026,,09/20/2026,,True,"Fecha límite de ingreso de la nota de Autoevaluación (Cuestionario · 1,6% · corte 3). CDigital: [URL CDigital — campus del curso pendiente]",[URL CDigital — campus del curso pendiente],False
"[HITOS] INVESTIGACIÓN, CIENCIA Y TECNOLOGÍA · 53339 — Coevaluación — cierre",09/20/2026,,09/20/2026,,True,"Cierre Coevaluación (Foro · 1,6% · corte 3). CDigital: [URL CDigital — campus del curso pendiente]",[URL CDigital — campus del curso pendiente],False
"[HITOS] INVESTIGACIÓN, CIENCIA Y TECNOLOGÍA · 53339 — Coevaluación — límite nota docente",09/20/2026,,09/20/2026,,True,"Fecha límite de ingreso de la nota de Coevaluación (Foro · 1,6% · corte 3). CDigital: [URL CDigital — campus del curso pendiente]",[URL CDigital — campus del curso pendiente],False
"[HITOS] INVESTIGACIÓN, CIENCIA Y TECNOLOGÍA · 53339 — Cierre de notas / evidencias (confirmar)",09/20/2026,,09/20/2026,,True,"Cierre del grupo según carga académica. PENDIENTE CONFIRMAR con Coordinación: canal oficial de cargue/cierre de notas (CDigital vs portal académico) y si hay informe de cierre de pregrado. Respaldar evidencias (entregas, calificaciones, foros). NO usar el form de Informe de cierre AFI (Proyecto I/II) salvo indicación explícita. CDigital: [URL CDigital — campus del curso pendiente]",[URL CDigital — campus del curso pendiente],False
